PERMIT TYPE,PERMIT #,PROJECT NAME,WORK TYPE,ADDRESS,LOCATION,X_COORD,Y_COORD,DATE SUBMITTED,DATE ISSUED,DECLARED VALUATION,AREA (SF),PRIMARY CONTACT,CD,NCD,HD
LSR Plumbing Permit,LSR-PLUMB-23-39700139,,,"123 LORETTA, City of San Antonio, TX 78210",,2132524.5,13692257.4,2023-01-11,2023-01-11,,,"ABELARDO F JIMENEZ, SIMPLE WATER SOFTENERS",5,,
LSR Plumbing Permit,LSR-PLUMB-23-39700140,,,"7926 BROADWAY, City of San Antonio, TX 78209",,2138473,13731949.2,2023-01-11,2023-01-11,,,"WALTER J SUAREZ, A & A PLUMBING LLC",10,,
Plumbing Backflow Permit,MEP-BCK-PMT23-34001070,Cuellar,,"2 WESTMINSTER COURT, City of San Antonio, TX 78257",,2092788.3,13787032.5,2023-01-11,2023-01-11,,,"CHRIS L MAYBERRY, ALL AMERICAN IRRIGATION",8,,
Plumbing Backflow Permit,MEP-BCK-PMT23-34001154,Backflow Replacement Heller,,"13503 PUEBLO RUN, City of San Antonio, TX 78232",,2138344,13752166.4,2023-01-11,2023-01-11,,,CHRISTOPHER BRINKMANN,9,,
Electrical General Permit,MEP-ELE-PMT23-33300556,Berta Almaguer Dance Studio & Community Center,,"138 S JOSEPHINE TOBIN, City of San Antonio, TX 78201",,2118172.3,13711192,2023-01-06,2023-01-11,,,Brian Weller,1,NCD-8 Woodlawn Lake,Woodlawn Lake and Park
Electrical General Permit,MEP-ELE-PMT23-33300570,SAWS,,"202 AT AND T CENTER, City of San Antonio, TX 78219",,2148796.7,13703134.8,2023-01-06,2023-01-11,,,"CHRIS R MARTINEZ, CENTRAL ELECTRIC",2,,
Electrical General Permit,MEP-ELE-PMT23-33301024,Disconnect Power,,"110 MT VERNON COURT, City of San Antonio, TX 78223",,2136421.6,13683423.7,2023-01-11,2023-01-11,,,"HAMILTON SYKES, SYKES ELECTRICAL SERVICE,LLC",3,,
Electrical General Permit,MEP-ELE-PMT23-33301025,Joe Bebee,,"13700 JUDSON RD, City of San Antonio, TX 78233",,2171600.9,13752747.9,2023-01-11,2023-01-11,,,"JOE ALLEN BEBEE, ALLEN BEBEE ELECTRIC",10,,
Electrical General Permit,MEP-ELE-PMT23-33301026,C&S Electric inc,,"11614 LIDA ROSE, City of San Antonio, TX 78216",,2126091.8,13746797.3,2023-01-11,2023-01-11,,,"Chris Braziel, C & S ELECTRIC",9,,
Electrical General Permit,MEP-ELE-PMT23-33301037,Electrical General Permit,,"100 MONTANA, City of San Antonio, TX 78203",,2134417.8,13699170.7,2023-01-11,2023-01-11,,,DSD City of San Antonio,2,,
Electrical General Permit,MEP-ELE-PMT23-33301043,electrical,,"334 W ELSMERE PLACE, City of San Antonio, TX 78212",,2128002.7,13715788.7,2023-01-11,2023-01-11,,,"Francisco J Macias, SPEEDY ELECTRIC LLC",1,,Monte Vista
Electrical General Permit,MEP-ELE-PMT23-33301074,Electrical General Permit,,"527 CUMBERLAND BLVD, City of San Antonio, TX 78204",,2120793.6,13693716.8,2023-01-11,2023-01-11,,,RUPERT GARCIA,5,,
Electrical General Permit,MEP-ELE-PMT23-33301078,Electrical General Permit,,"123 GOLIAD RD, City of San Antonio, TX 78223",,2141621,13687167,2023-01-11,2023-01-11,,,RUPERT GARCIA,3,,
Electrical General Permit,MEP-ELE-PMT23-33301083,Electrical General Permit,,"2355 GOLIAD RD, City of San Antonio, TX 78223",,2147651.6,13679220.1,2023-01-11,2023-01-11,,,RUPERT GARCIA,3,,
Electrical General Permit,MEP-ELE-PMT23-33301086,dlp services,,"8402 SPEEDWAY DR, City of San Antonio, TX 78230",,2117590.1,13735530.7,2023-01-11,2023-01-11,,,"MARCELO ORTA, PDI SERVICE GROUP LLC",1,,
Electrical General Permit,MEP-ELE-PMT23-33301087,s,,"3101 BROADWAY, City of San Antonio, TX 78209",,2136698.2,13713487.3,2023-01-11,2023-01-11,,,Steve K Girton,2,,
Electrical General Permit,MEP-ELE-PMT23-33301089,Andiamo Services,,"27115 BUMBLE BEE, City of San Antonio ETJ, TX 78260",,2129515.2,13804318,2023-01-11,2023-01-11,,,"JAMES P THEIS, ANDIAMO BUILDERS",0,,
Electrical General Permit,MEP-ELE-PMT23-33301103,Electrical General Permit,,"5114 RITA AVE, City of San Antonio, TX 78228",,2099903.1,13711113.6,2023-01-11,2023-01-11,,,LIVE WIRE ELECTRIC,7,,
Electrical General Permit,MEP-ELE-PMT23-33301113,METER CANS WALL REPAIRS,,"13121 NW MILITARY HWY, City of San Antonio, TX 78231",,2115529.1,13751706.1,2023-01-11,2023-01-11,,,"JOSE F CASTILLO, C&S WIRED UP ELECTRIC",8,,
Electrical General Permit,MEP-ELE-PMT23-33301114,Electrical General Permit,,"338 COTTONWOOD AVE, City of San Antonio, TX 78214",,2124179.4,13688231.4,2023-01-11,2023-01-11,,,Switch Electric,5,,
Electrical General Permit,MEP-ELE-PMT23-33301118,HOUSE REWIRING,,"4931 BAYHEAD DR, City of San Antonio, TX 78220",,2160868.2,13696001.5,2023-01-11,2023-01-11,,,"JOSE F CASTILLO, C&S WIRED UP ELECTRIC",2,,
Electrical General Permit,MEP-ELE-PMT23-33301124,HOUSE REPAIRS AND ADD ONS,,"2718 OLD FIELD, City of San Antonio, TX 78247",,2144135.2,13755807.3,2023-01-11,2023-01-11,,,"JOSE F CASTILLO, C&S WIRED UP ELECTRIC",10,,
Electrical General Permit,MEP-ELE-PMT23-33301127,Luis villarreal,,"6647 SAN PEDRO AVE, City of San Antonio, TX 78216",,2127679,13729704,2023-01-11,2023-01-11,,,Luis J Villarreal,1,,
Electrical General Permit,MEP-ELE-PMT23-33301129,Raul Gomez,,"58 MAJESTIC WAY, City of San Antonio, TX 78257",,2093121.5,13783367,2023-01-11,2023-01-11,,,Raul Gomez,8,,
Electrical General Permit,MEP-ELE-PMT23-33301135,4527 Tallulah -,,"4527 TALLULAH DR, City of San Antonio, TX 78218",,2158325.7,13726833.9,2023-01-11,2023-01-11,,,Antonio Espericueta,2,,
Electrical General Permit,MEP-ELE-PMT23-33301138,500300,,"5450 W HWY 90, City of San Antonio, TX 78219",,2096001.5,13695309.8,2023-01-11,2023-01-11,,,GREGORY PADALECKI,4,,
Electrical General Permit,MEP-ELE-PMT23-33301157,Edgar Ibarra,,"514 MATHIS MEADOW, City of San Antonio, TX 78251",,2067351.3,13706981.5,2023-01-11,2023-01-11,,,Edgar Ibarra,4,,
Electrical General Permit,MEP-ELE-PMT23-33301159,11662 RODRIGUEZ ELECTRIC PERMIT,,"2747 RUNNING FAWN, City of San Antonio ETJ, TX 78261",,2146435.6,13796890.7,2023-01-11,2023-01-11,,,BRIAN ZARS,0,,
Electrical General Permit,MEP-ELE-PMT23-33301160,Edgar Ibarra,,"514 N MEADOWLANE DR, City of San Antonio, TX 78209",,2142766.5,13725127.2,2023-01-11,2023-01-11,,,Edgar Ibarra,10,,
Electrical General Permit,MEP-ELE-PMT23-33301166,KJWORKS remodel,,"419 LEGACY RIDGE, City of San Antonio ETJ, TX 78260",,2130903.1,13792181,2023-01-11,2023-01-11,,,Victor Flores,0,,
Electrical General Permit,MEP-ELE-PMT23-33301168,230 Edmonds -Flores-,,"230 E EDMONDS AVE, City of San Antonio, TX 78214",,2128765.7,13684657.4,2023-01-11,2023-01-11,,,Antonio Espericueta,3,,
Plumbing Gas Permit,MEP-GAS-PMT23-34200991,MLK Boys and Girls Club,,"3503 MARTIN LUTHER KING DR, City of San Antonio, TX 78220",,2153578.3,13698530.3,2023-01-10,2023-01-11,,,A RAM PLUMBING INC,2,,
Plumbing Gas Permit,MEP-GAS-PMT23-34201029,Plumbing Gas Permit,,"8333 CULEBRA RD, City of San Antonio, TX 78251",,2080746,13718278,2023-01-11,2023-01-11,,,VELA PLUMBING & DRAINS,6,,
Plumbing Gas Permit,MEP-GAS-PMT23-34201072,ANNUAL GAS TEST,,"5101 MEDICAL DR, City of San Antonio, TX 78229",,2099950.6,13734422.5,2023-01-11,2023-01-11,,,"CLINT DAWSON, DYNAMIC MECHANICAL CONTRACTING",8,,
Plumbing Gas Permit,MEP-GAS-PMT23-34201142,Generator Super Center of SA,,"337 MADISON ST, City of San Antonio, TX 78204",,2129892.7,13698289,2023-01-11,2023-01-11,,,"ANDRE J BARRERA, ANDRE'S PRO PLUMBING LLC",1,,King William
Plumbing Gas Permit,MEP-GAS-PMT23-34201152,4258 Roark,,"4258 ROARK DR, City of San Antonio, TX 78219",,2155703,13702575.8,2023-01-11,2023-01-11,,,"DALE NASH, DIAMOND PLMB",2,,
Plumbing Gas Permit,MEP-GAS-PMT23-34201165,Brady,,"5 STONELEIGH WAY, City of San Antonio, TX 78218",,2150364.7,13730743.8,2023-01-11,2023-01-11,,,"JASON P WILKS, GENESIS PLUMBING",10,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34400946,72 Ricadonna,,"72 RICADONNA, City of San Antonio ETJ, TX 78253",,2040530.5,13705690.9,2023-01-10,2023-01-11,,,LEONARDO FAJARDO,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401004,10922 davis farms,,"10922 DAVIS FARMS, CITY OF SAN ANTONIO, TX 78254",,,,2023-01-10,2023-01-11,,,WESTON BOYD,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401028,12923 Trapezus,,"12923 TRAPEZUS COURT, CITY OF SAN ANTONIO, TX 78245",,,,2023-01-11,2023-01-11,,,DOUBLE H LANDSCAPE,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401031,1410 argon way,,"1410 ARGON WAY, CITY OF SAN ANTONIO, TX 78245",,,,2023-01-11,2023-01-11,,,DOUBLE H LANDSCAPE,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401036,"LAWN IRRIGATION & 1"" BACKFLOW",,"28419 BAILEY CROSSING, CITY OF SAN ANTONIO, TX 78260",,,,2023-01-11,2023-01-11,,,"WILLIAM DAVID BEDFORD, S A RAINMAKER LLC",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401038,2119 DALHART,,,,,,2023-01-11,2023-01-11,,,"JEFFREY SMITH, LANDSCAPE OF TEXAS/SMITH&SONS",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401039,Irrigation,,"4310 SOUTHTON WOODS, City of San Antonio, TX 78223",,2157003.3,13653508.5,2023-01-11,2023-01-11,,,BETO'S SPRINKLERS,3,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401042,7718 PONDEROSA PINE,,,,,,2023-01-11,2023-01-11,,,"JEFFREY SMITH, LANDSCAPE OF TEXAS/SMITH&SONS",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401044,7726 PONDEROSA PINE,,,,,,2023-01-11,2023-01-11,,,"JEFFREY SMITH, LANDSCAPE OF TEXAS/SMITH&SONS",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401046,Irrigation,,"4318 SOUTHTON WOODS, City of San Antonio, TX 78223",,2157094.9,13653547.2,2023-01-11,2023-01-11,,,BETO'S SPRINKLERS,3,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401049,Irrigation,,"4314 SOUTHTON WOODS, City of San Antonio, TX 78223",,2157047.4,13653522.6,2023-01-11,2023-01-11,,,BETO'S SPRINKLERS,3,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401050,12036 horseshoe ranch,,"12036 HORSESHOE RANCH, CITY OF SAN ANTONIO, TX 78254",,,,2023-01-11,2023-01-11,,,WESTON BOYD,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401057,4314 Amen Corner,,"4314 AMEN CORNER, CITY OF SAN ANTONIO, TX 78261",,,,2023-01-11,2023-01-11,,,LEONARDO FAJARDO,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401058,1920 Capella Ridge,,"1920 CAPELLA RIDGE, City of San Antonio ETJ, TX 78260",,2140363.5,13813549.2,2023-01-11,2023-01-11,,,"Joseph Ash, MIMBRES RIVER IRRIGATION, LLC",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401064,3553 Under Par,,"3553 UNDER PAR, CITY OF SAN ANTONIO, TX 78245",,,,2023-01-11,2023-01-11,,,"CARMEN M RAMIREZ, GREEN HOUSE LANDSCAPING",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401068,1482 Pitcher Bend,,"1482 PITCHER BEND, SAN ANTONIO, TX 78253",,,,2023-01-11,2023-01-11,,,LEONARDO FAJARDO,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401069,4358 Amen Corner,,"4358 AMEN CORNER, SAN ANTONIO, TX 78259",,,,2023-01-11,2023-01-11,,,LEONARDO FAJARDO,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401071,12314 Fort Travis,,"12314 FORT TRAVIS, City of San Antonio ETJ, TX 78245",,2051409.9,13701888.8,2023-01-11,2023-01-11,,,LEONARDO FAJARDO,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401092,14636 MAPLE TERRACE,,"14636 MAPLE TERRACE, SAN ANTONIO, TX 78253",,,,2023-01-11,2023-01-11,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401093,9427 DOGWOOD HILL,,"9427 DOGWOOD HILL, City of San Antonio, TX 78211",,2105643.6,13667068.5,2023-01-11,2023-01-11,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",4,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401094,Lawn Irrigation Installation,,"5731 PEAK POINT, City of San Antonio, TX 78242",,2092785.2,13678286.9,2023-01-11,2023-01-11,,,JACOB ROJAS,4,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401100,14456 GECKO LANDING,,"14456 GECKO LANDING, SAN ANTONIO, TX 78253",,,,2023-01-11,2023-01-11,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401107,10419 GREEN LAKE,,"19419 GREEN LAKE DR, City of San Antonio ETJ, TX 78223",,2164987.7,13663633.3,2023-01-11,2023-01-11,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401109,17034 AUTRY FALLS,,"17034 AUTRY FALLS, City of San Antonio, TX 78247",,2150747.8,13764982.7,2023-01-11,2023-01-11,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",10,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401111,17038 AUTRY FALLS,,"17038 AUTRY FALLS, City of San Antonio, TX 78247",,2150735.8,13765041,2023-01-11,2023-01-11,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",10,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401115,17042 AUTRY FALLS,,"17042 AUTRY FALLS, City of San Antonio, TX 78247",,2150723.7,13765083.2,2023-01-11,2023-01-11,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",10,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401117,17046 AUTRY FALLS,,"17046 AUTRY FALLS, City of San Antonio, TX 78247",,2150719.7,13765139.5,2023-01-11,2023-01-11,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",10,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401120,17050 AUTRY FALLS,,"17050 AUTRY FALLS, City of San Antonio, TX 78247",,2150711.7,13765181.7,2023-01-11,2023-01-11,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",10,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401123,17054 AUTRY FALLS,,"17054 AUTRY FALLS, City of San Antonio, TX 78247",,2150705.6,13765234,2023-01-11,2023-01-11,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",10,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401125,4506 STARK ALLEY,,"4506 STARK ALLEY, City of San Antonio, TX 78217",,2158651.9,13757171.5,2023-01-11,2023-01-11,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",10,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401126,14827 PALMER CREEK,,"14827 PALMER CREEK, City of San Antonio, TX 78217",,2158860.5,13757628.8,2023-01-11,2023-01-11,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",10,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34401150,4619 CROPLAND,,"4619 CROPLAND WAY, SAN ANTONIO, TX 78253",,,,2023-01-11,2023-01-11,,,"JEFFREY SMITH, LANDSCAPE OF TEXAS/SMITH&SONS",0,,
Mechanical Completion Permit,MEP-MCP-PMT23-33801033,Mechanical,,"331 SUNGLO DR, City of San Antonio, TX 78221",,2125016.6,13676174.3,2023-01-11,2023-01-11,,,CB SERVICE COMPANY,3,,
Mechanical Permit,MEP-MEC-PMT23-33900958,Building 20 Mechanical,,"2914 ROOSEVELT AVE, City of San Antonio, TX 78214",,2134296,13682793.4,2023-01-10,2023-01-11,,,Hagler Mechanical LLC,3,,Mission
Mechanical Permit,MEP-MEC-PMT23-33900960,Building 16 Mechanical,,"2914 ROOSEVELT AVE, City of San Antonio, TX 78214",,2134296,13682793.4,2023-01-10,2023-01-11,,,Hagler Mechanical,3,,Mission
Mechanical Permit,MEP-MEC-PMT23-33900981,24791129-CASTORENO,,"8506 QUAIL WOOD, City of San Antonio, TX 78250",,2082120.6,13730880.3,2023-01-10,2023-01-11,,,Myron Mikulenka,7,,
Mechanical Permit,MEP-MEC-PMT23-33900988,Miss Paula Shilling,,"5002 TIMBERHURST, City of San Antonio, TX 78250",,2078980.9,13723671.4,2023-01-10,2023-01-11,,,Joe Ybarra,6,,
Mechanical Permit,MEP-MEC-PMT23-33901021,Maggard,,"24410 GLASS CANYON, City of San Antonio ETJ, TX 78260",,2131636,13790824.6,2023-01-11,2023-01-11,,,"MICHAEL A MCNEAL, MR. SNOWMAN AC & HEATING",0,,
Mechanical Permit,MEP-MEC-PMT23-33901022,"ROOT, ALAN",,"20410 SETTLERS VALLEY, City of San Antonio, TX 78258",,2122917.4,13777804.3,2023-01-11,2023-01-11,,,DONALD RACKLER,9,,
Mechanical Permit,MEP-MEC-PMT23-33901030,35k gas Wall Furnace,,"735 COTTONWOOD AVE, City of San Antonio, TX 78225",,2121628.4,13688410.2,2023-01-11,2023-01-11,,,"SAUL GALLEGOS, GOOD QUALITY HTG & AIR CONDITI",5,,
Mechanical Permit,MEP-MEC-PMT23-33901040,"CALLEROS, CHRISTINA",,"10318 TIOGA, City of San Antonio, TX 78230",,2109701.1,13742902.2,2023-01-11,2023-01-11,,,DONALD RACKLER,8,,
Mechanical Permit,MEP-MEC-PMT23-33901051,David Perales 131280599,,"1235 OLD FORREST, City of San Antonio, TX 78245",,2068551.7,13701822.2,2023-01-11,2023-01-11,,,"WILLIAM W HAWKINS, ALL PRO CONSTRUCTION",4,,
Mechanical Permit,MEP-MEC-PMT23-33901053,"SOLIS, JOSE",,"902 W FRENCH PLACE, City of San Antonio, TX 78212",,2126143.3,13711454.6,2023-01-11,2023-01-11,,,DONALD RACKLER,1,NCD-2 Alta Vista,
Mechanical Permit,MEP-MEC-PMT23-33901061,Mendoza,,"419 WICKES, City of San Antonio, TX 78210",,2130523.4,13695933.5,2023-01-11,2023-01-11,,,Robert Gomez,1,,King William
Mechanical Permit,MEP-MEC-PMT23-33901062,Miller,,"13922 POSSUM TREE RD, City of San Antonio, TX 78232",,2138124.4,13753707.5,2023-01-11,2023-01-11,,,DAVID W WILKS,9,,
Mechanical Permit,MEP-MEC-PMT23-33901065,"HAWKINSON, DAVID & JENNIFER",,"5106 LANCELOT DR, City of San Antonio, TX 78218",,2162325,13730365.6,2023-01-11,2023-01-11,,,DONALD RACKLER,2,,
Mechanical Permit,MEP-MEC-PMT23-33901077,Chair King Backyard - Retro #22345,,"6931 SAN PEDRO AVE, City of San Antonio, TX 78216",,2127556.8,13731837.2,2023-01-11,2023-01-11,,,"BEYER MECHANICAL, INC",1,,
Mechanical Permit,MEP-MEC-PMT23-33901079,M&M Weatherization,,"1506 RIVAS ST, City of San Antonio, TX 78207",,2116460.6,13707899.8,2023-01-11,2023-01-11,,,"MANUEL III TIJERINA, M&M WEATHERIZATION COMPANY",5,,
Mechanical Permit,MEP-MEC-PMT23-33901081,One Touch Direct - Retro Project #22391,,"3525 NORTHEAST, City of San Antonio, TX 78218",,2149795.7,13727549.2,2023-01-11,2023-01-11,,,"BEYER MECHANICAL, INC",2,,
Mechanical Permit,MEP-MEC-PMT23-33901096,AACOG,,"5147 OVERPOOL, City of San Antonio, TX 78228",,2099188.4,13714233.4,2023-01-11,2023-01-11,,,ERNESTO GOMEZ,7,,
Mechanical Permit,MEP-MEC-PMT23-33901097,Anthony Adamiuk,,"515 SCARLET IBIS, City of San Antonio, TX 78245",,2077786.6,13704287,2023-01-11,2023-01-11,,,Luke Zimmermann,6,,
Mechanical Permit,MEP-MEC-PMT23-33901099,WOODLAKE ESTATES #54,,"7151 WOODLAKE, City of San Antonio, TX 78218",,2172045,13728557,2023-01-11,2023-01-11,,,Melvin D. Sims,2,,
Mechanical Permit,MEP-MEC-PMT23-33901101,WOODLAKE ESTATES #90,,"7151 WOODLAKE, City of San Antonio, TX 78218",,2172045,13728557,2023-01-11,2023-01-11,,,Melvin D. Sims,2,,
Mechanical Permit,MEP-MEC-PMT23-33901104,WOODLAKE ESTATES #324,,"7151 WOODLAKE, City of San Antonio, TX 78218",,2172045,13728557,2023-01-11,2023-01-11,,,Melvin D. Sims,2,,
Mechanical Permit,MEP-MEC-PMT23-33901105,WOODLAKE ESTATES #403,,"7151 WOODLAKE, City of San Antonio, TX 78218",,2172045,13728557,2023-01-11,2023-01-11,,,Melvin D. Sims,2,,
Mechanical Permit,MEP-MEC-PMT23-33901108,WOODLAKE ESTATES #444,,"7151 WOODLAKE, City of San Antonio, TX 78218",,2172045,13728557,2023-01-11,2023-01-11,,,Melvin D. Sims,2,,
Mechanical Permit,MEP-MEC-PMT23-33901112,WOODLAKE ESTATES #450,,"7151 WOODLAKE, City of San Antonio, TX 78218",,2172045,13728557,2023-01-11,2023-01-11,,,Melvin D. Sims,2,,
Mechanical Permit,MEP-MEC-PMT23-33901128,HVAC Permit,,"326 BLUFF CREST, City of San Antonio, TX 78216",,2128092.5,13752285.2,2023-01-11,2023-01-11,,,Louis J Janosky,9,,
Mechanical Permit,MEP-MEC-PMT23-33901131,HVAC PERMIT,,"8943 BREANNA OAKS, City of San Antonio, TX 78254",,2076539.3,13741795.9,2023-01-11,2023-01-11,,,"DENNIS L MOLLGAARD, JR",7,,
Mechanical Permit,MEP-MEC-PMT23-33901139,Aramendia,,"8114 GRISSOM CIR, City of San Antonio, TX 78251",,2080487.2,13719065,2023-01-11,2023-01-11,,,"ALBERT G JOSEPH, ARAMENDIA PLUMBING",6,,
Mechanical Permit,MEP-MEC-PMT23-33901143,Aramendia,,"13630 DUTCH MYRTLE, City of San Antonio, TX 78232",,2135962,13753835.2,2023-01-11,2023-01-11,,,"ALBERT G JOSEPH, ARAMENDIA PLUMBING",9,,
Mechanical Permit,MEP-MEC-PMT23-33901144,Extra Space Install,,"8378 CULEBRA RD, City of San Antonio, TX 78251",,2079499.4,13718553.8,2023-01-11,2023-01-11,,,"Flo-Rite Mechanical, LLC",6,,
Mechanical Permit,MEP-MEC-PMT23-33901151,MEP,,"916 S MAIN AVE, City of San Antonio, TX 78204",,2128612.3,13698162.6,2023-01-11,2023-01-11,,,Scott Burger,1,,
Plumbing Completion Permit,MEP-PCP-PMT23-34141032,PLUMBING GAS PERMIT,,"8214 WINECUP HILL, City of San Antonio ETJ, TX 78256",,2081534.7,13780955.5,2022-12-19,2023-01-11,,,Edgar Pete Wells,"0, 8",,
Plumbing Completion Permit,MEP-PCP-PMT23-34141033,PLUMBING GENEERAL PERMIT,,"8214 WINECUP HILL, City of San Antonio ETJ, TX 78256",,2081534.7,13780955.5,2022-12-19,2023-01-11,,,Edgar Pete Wells,"0, 8",,
Plumbing Completion Permit,MEP-PCP-PMT23-34141035,PLUMBING BACKFLOW PERMIT,,"8214 WINECUP HILL, City of San Antonio ETJ, TX 78256",,2081534.7,13780955.5,2022-12-19,2023-01-11,,,Edgar Pete Wells,"0, 8",,
Plumbing General Permit,MEP-PLM-PMT23-34300867,Replace fixtures,,"5700 S HORSESHOE BEND, City of San Antonio, TX 78228",,2096498.9,13718456.6,2023-01-10,2023-01-11,,,Colton P Griffin,7,NCD-3 Ingram Hills,
Plumbing General Permit,MEP-PLM-PMT23-34300914,Plumbing,,"8942 SAXON FOREST, City of San Antonio, TX 78023",,2076439.2,13754577.2,2023-01-10,2023-01-11,,,Robert Garza,8,,
Plumbing General Permit,MEP-PLM-PMT23-34300933,anytime plumbing co,,"113 RIO BRAVO, City of San Antonio, TX 78232",,2136650.3,13759325.6,2023-01-10,2023-01-11,,,juan j olivares,9,,
Plumbing General Permit,MEP-PLM-PMT23-34300961,Building 20 Plumbing,,"2914 ROOSEVELT AVE, City of San Antonio, TX 78214",,2134296,13682793.4,2023-01-10,2023-01-11,,,Hagler Mechanical,3,,Mission
Plumbing General Permit,MEP-PLM-PMT23-34300976,Jana Urling,,"8142 PEMBERTON, City of San Antonio, TX 78254",,2081184.1,13738790.3,2023-01-10,2023-01-11,,,ERIC CARTER,7,,
Plumbing General Permit,MEP-PLM-PMT23-34301032,Plumbing General Permit,,"8333 CULEBRA RD, City of San Antonio, TX 78251",,2080746,13718278,2023-01-11,2023-01-11,,,VELA PLUMBING & DRAINS,6,,
Plumbing General Permit,MEP-PLM-PMT23-34301035,Marchmont,,"514 MARCHMONT LANE, City of San Antonio, TX 78213",,2121240,13727920.8,2023-01-11,2023-01-11,,,"FRANCISCO GONZALES, FRANK'S PLUMBING",1,,
Plumbing General Permit,MEP-PLM-PMT23-34301047,Plumbing,,"814 W MAGNOLIA AVE, City of San Antonio, TX 78212",,2125444.5,13713132.2,2023-01-11,2023-01-11,,,"SHAUN L NEIDIG, ""WILL"" FIX IT",1,NCD-5 Beacon Hill Area,
Plumbing General Permit,MEP-PLM-PMT23-34301054,LAST CALL PLUMBING,,"334 TACOMA AVE, City of San Antonio, TX 78221",,2122199.8,13676331.1,2023-01-11,2023-01-11,,,"Carlos kutza, LAST CALL PLUMBING, INC.",,,
Plumbing General Permit,MEP-PLM-PMT23-34301055,Plumbing permit,,"2246 BURNET ST, City of San Antonio, TX 78202",,2144198.8,13703844.5,2023-01-11,2023-01-11,,,Ronald J. Mika,2,,
Plumbing General Permit,MEP-PLM-PMT23-34301059,Job #583963504,,"1023 FITCH ST, City of San Antonio, TX 78211",,2121186.3,13682644.7,2023-01-11,2023-01-11,,,Jerry Cross,5,,
Plumbing General Permit,MEP-PLM-PMT23-34301066,Garrett sw103007,,"10410 STONEWIND PLACE, City of San Antonio, TX 78254",,2075382.7,13745613.4,2023-01-11,2023-01-11,,,"JOSE M MANZANO, PLUMBING SOLUTIONS",7,,
Plumbing General Permit,MEP-PLM-PMT23-34301067,PLUMBING,,"322 STONEWOOD DR, City of San Antonio, TX 78216",,2129861,13755603.1,2023-01-11,2023-01-11,,,"SHAUN L NEIDIG, ""WILL"" FIX IT",9,,
Plumbing General Permit,MEP-PLM-PMT23-34301073,Camp Bullis BLDG 1 PRV,,"6002 CAMP BULLIS RD, City of San Antonio, TX 78257",,2095006.1,13776899.1,2023-01-11,2023-01-11,,,"RICARDO PENA, CARLOS PLUMBING",8,,
Plumbing General Permit,MEP-PLM-PMT23-34301076,Plumbing General Permit,,"8666 HUEBNER RD, City of San Antonio, TX 78240",,2095291.6,13737058.1,2023-01-11,2023-01-11,,,DYER'S PLUMBING SERVICE,7,,
